queryItem	queryIndex	stringId	ncbiTaxonId	taxonName	preferredName	annotation
TIMM17A	130	9606.ENSP00000356256	9606	Homo sapiens	TIMM17A	Mitochondrial import inner membrane translocase subunit Tim17-A; Essential component of the TIM23 complex, a complex that mediates the translocation of transit peptide-containing proteins across the mitochondrial inner membrane.
WDR7	131	9606.ENSP00000254442	9606	Homo sapiens	WDR7	WD repeat domain 7.
CCNH	132	9606.ENSP00000498750	9606	Homo sapiens	CCNH	Cyclin-H; Regulates CDK7, the catalytic subunit of the CDK-activating kinase (CAK) enzymatic complex. CAK activates the cyclin-associated kinases CDK1, CDK2, CDK4 and CDK6 by threonine phosphorylation. CAK complexed to the core-TFIIH basal transcription factor activates RNA polymerase II by serine phosphorylation of the repetitive C-terminal domain (CTD) of its large subunit (POLR2A), allowing its escape from the promoter and elongation of the transcripts. Involved in cell cycle control and in RNA transcription by RNA polymerase II. Its expression and activity are constant throughout t [...] 
ASH2L	133	9606.ENSP00000340896	9606	Homo sapiens	ASH2L	Set1/Ash2 histone methyltransferase complex subunit ASH2; Component of the Set1/Ash2 histone methyltransferase (HMT) complex, a complex that specifically methylates 'Lys-4' of histone H3, but not if the neighboring 'Lys-9' residue is already methylated. As part of the MLL1/MLL complex it is involved in methylation and dimethylation at 'Lys-4' of histone H3. May function as a transcriptional regulator. May play a role in hematopoiesis. In association with RBBP5 and WDR5, stimulates the histone methyltransferase activities of KMT2A, KMT2B, KMT2C, KMT2D, SETD1A and SETD1B.
KCNAB1	134	9606.ENSP00000419952	9606	Homo sapiens	KCNAB1	Voltage-gated potassium channel subunit beta-1; Cytoplasmic potassium channel subunit that modulates the characteristics of the channel-forming alpha-subunits. Modulates action potentials via its effect on the pore-forming alpha subunits (By similarity). Promotes expression of the pore-forming alpha subunits at the cell membrane, and thereby increases channel activity (By similarity). Mediates closure of delayed rectifier potassium channels by physically obstructing the pore via its N-terminal domain and increases the speed of channel closure for other family members. Promotes the clos [...] 
SNRPD1	135	9606.ENSP00000300413	9606	Homo sapiens	SNRPD1	Small nuclear ribonucleoprotein Sm D1; Plays role in pre-mRNA splicing as core component of the SMN- Sm complex that mediates spliceosomal snRNP assembly and as component of the spliceosomal U1, U2, U4 and U5 small nuclear ribonucleoproteins (snRNPs), the building blocks of the spliceosome. Component of both the pre-catalytic spliceosome B complex and activated spliceosome C complexes. Is also a component of the minor U12 spliceosome. May act as a charged protein scaffold to promote snRNP assembly or strengthen snRNP-snRNP interactions through non-specific electrostatic contacts with R [...] 
PAFAH1B1	136	9606.ENSP00000380378	9606	Homo sapiens	PAFAH1B1	Platelet-activating factor acetylhydrolase IB subunit alpha; Required for proper activation of Rho GTPases and actin polymerization at the leading edge of locomoting cerebellar neurons and postmigratory hippocampal neurons in response to calcium influx triggered via NMDA receptors. Non-catalytic subunit of an acetylhydrolase complex which inactivates platelet-activating factor (PAF) by removing the acetyl group at the SN-2 position (By similarity). Positively regulates the activity of the minus-end directed microtubule motor protein dynein. May enhance dynein-mediated microtubule slidi [...] 
CD200	137	9606.ENSP00000420298	9606	Homo sapiens	CD200	OX-2 membrane glycoprotein; Costimulates T-cell proliferation. May regulate myeloid cell activity in a variety of tissues.
TBCA	138	9606.ENSP00000306362	9606	Homo sapiens	TBCA	Tubulin-specific chaperone A; Tubulin-folding protein; involved in the early step of the tubulin folding pathway.
OXCT1	139	9606.ENSP00000196371	9606	Homo sapiens	OXCT1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial; Key enzyme for ketone body catabolism. Transfers the CoA moiety from succinate to acetoacetate. Formation of the enzyme-CoA intermediate proceeds via an unstable anhydride species formed between the carboxylate groups of the enzyme and substrate; Belongs to the 3-oxoacid CoA-transferase family.
GUCY1B1	140	9606.ENSP00000426786	9606	Homo sapiens	GUCY1B1	Guanylate cyclase soluble subunit beta-1; Mediates responses to nitric oxide (NO) by catalyzing the biosynthesis of the signaling molecule cGMP. Belongs to the adenylyl cyclase class-4/guanylyl cyclase family.
RGS7	141	9606.ENSP00000355523	9606	Homo sapiens	RGS7	Regulator of G-protein signaling 7; Regulates G protein-coupled receptor signaling cascades. Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP- bound form. The RGS7/GNB5 dimer enhances GNAO1 GTPase activity. May play a role in synaptic vesicle exocytosis. Modulates the activity of potassium channels that are activated by GNAO1 in response to muscarinic acetylcholine receptor M2/CHRM2 signaling.
PPP2R1A	142	9606.ENSP00000324804	9606	Homo sapiens	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform; The PR65 subunit of protein phosphatase 2A serves as a scaffolding molecule to coordinate the assembly of the catalytic subunit and a variable regulatory B subunit. Upon interaction with GNA12 promotes dephosphorylation of microtubule associated protein TAU/MAPT. Required for proper chromosome segregation and for centromeric localization of SGO1 in mitosis.
EMC1	143	9606.ENSP00000420608	9606	Homo sapiens	EMC1	ER membrane protein complex subunit 1; Belongs to the EMC1 family.
OAT	144	9606.ENSP00000357838	9606	Homo sapiens	OAT	Ornithine aminotransferase, mitochondrial; Ornithine aminotransferase.
STMN2	145	9606.ENSP00000429243	9606	Homo sapiens	STMN2	Stathmin-2; Regulator of microtubule stability. When phosphorylated by MAPK8, stabilizes microtubules and consequently controls neurite length in cortical neurons. In the developing brain, negatively regulates the rate of exit from multipolar stage and retards radial migration from the ventricular zone (By similarity).
MTCH2	146	9606.ENSP00000303222	9606	Homo sapiens	MTCH2	Mitochondrial carrier homolog 2; The substrate transported is not yet known. Induces mitochondrial depolarization; Belongs to the mitochondrial carrier (TC 2.A.29) family.
DMXL2	147	9606.ENSP00000441858	9606	Homo sapiens	DMXL2	DmX-like protein 2; May serve as a scaffold protein for MADD and RAB3GA on synaptic vesicles. Plays a role in the brain as a key controller of neuronal and endocrine homeostatic processes (By similarity).
UBE2V2	148	9606.ENSP00000428209	9606	Homo sapiens	UBE2V2	Ubiquitin-conjugating enzyme E2 variant 2; Has no ubiquitin ligase activity on its own. The UBE2V2/UBE2N heterodimer catalyzes the synthesis of non-canonical poly-ubiquitin chains that are linked through 'Lys-63'. This type of poly- ubiquitination does not lead to protein degradation by the proteasome. Mediates transcriptional activation of target genes. Plays a role in the control of progress through the cell cycle and differentiation. Plays a role in the error-free DNA repair pathway and contributes to the survival of cells after DNA damage.
ACTR2	149	9606.ENSP00000367220	9606	Homo sapiens	ACTR2	Actin-related protein 2; ATP-binding component of the Arp2/3 complex, a multiprotein complex that mediates actin polymerization upon stimulation by nucleation-promoting factor (NPF). The Arp2/3 complex mediates the formation of branched actin networks in the cytoplasm, providing the force for cell motility. Seems to contact the pointed end of the daughter actin filament. In addition to its role in the cytoplasmic cytoskeleton, the Arp2/3 complex also promotes actin polymerization in the nucleus, thereby regulating gene transcription and repair of damaged DNA. The Arp2/3 complex promote [...] 
PITPNA	150	9606.ENSP00000316809	9606	Homo sapiens	PITPNA	Phosphatidylinositol transfer protein alpha isoform; Catalyzes the transfer of PtdIns and phosphatidylcholine between membranes.
VSNL1	151	9606.ENSP00000384719	9606	Homo sapiens	VSNL1	Visinin-like protein 1; Regulates (in vitro) the inhibition of rhodopsin phosphorylation in a calcium-dependent manner; Belongs to the recoverin family.
PFDN1	152	9606.ENSP00000261813	9606	Homo sapiens	PFDN1	Prefoldin subunit 1; Binds specifically to cytosolic chaperonin (c-CPN) and transfers target proteins to it. Binds to nascent polypeptide chain and promotes folding in an environment in which there are many competing pathways for nonnative proteins.
PRKAR1A	153	9606.ENSP00000376475	9606	Homo sapiens	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit; Regulatory subunit of the cAMP-dependent protein kinases involved in cAMP signaling in cells.
SNAP25	154	9606.ENSP00000254976	9606	Homo sapiens	SNAP25	Synaptosomal-associated protein 25; t-SNARE involved in the molecular regulation of neurotransmitter release. May play an important role in the synaptic function of specific neuronal systems. Associates with proteins involved in vesicle docking and membrane fusion. Regulates plasma membrane recycling through its interaction with CENPF. Modulates the gating characteristics of the delayed rectifier voltage-dependent potassium channel KCNB1 in pancreatic beta cells. Belongs to the SNAP-25 family.
RRAGB	155	9606.ENSP00000262850	9606	Homo sapiens	RRAGB	Ras-related GTP-binding protein B; Guanine nucleotide-binding protein that plays a crucial role in the cellular response to amino acid availability through regulation of the mTORC1 signaling cascade. Forms heterodimeric Rag complexes with RRAGC or RRAGD and cycles between an inactive GDP-bound and an active GTP-bound form. In its active form participates in the relocalization of mTORC1 to the lysosomes and its subsequent activation by the GTPase RHEB. Involved in the RCC1/Ran-GTPase pathway. Belongs to the GTR/RAG GTP-binding protein family.
STAU2	156	9606.ENSP00000428756	9606	Homo sapiens	STAU2	Double-stranded RNA-binding protein Staufen homolog 2; RNA-binding protein required for the microtubule-dependent transport of neuronal RNA from the cell body to the dendrite. As protein synthesis occurs within the dendrite, the localization of specific mRNAs to dendrites may be a prerequisite for neurite outgrowth and plasticity at sites distant from the cell body (By similarity).
DYNC1I1	157	9606.ENSP00000320130	9606	Homo sapiens	DYNC1I1	Cytoplasmic dynein 1 intermediate chain 1; Acts as one of several non-catalytic accessory components of the cytoplasmic dynein 1 complex that are thought to be involved in linking dynein to cargos and to adapter proteins that regulate dynein function. Cytoplasmic dynein 1 acts as a motor for the intracellular retrograde motility of vesicles and organelles along microtubules. The intermediate chains mediate the binding of dynein to dynactin via its 150 kDa component (p150-glued) DCNT1. May play a role in mediating the interaction of cytoplasmic dynein with membranous organelles and kine [...] 
GOT2	158	9606.ENSP00000245206	9606	Homo sapiens	GOT2	Aspartate aminotransferase, mitochondrial; Catalyzes the irreversible transamination of the L-tryptophan metabolite L-kynurenine to form kynurenic acid (KA). Plays a key role in amino acid metabolism. Important for metabolite exchange between mitochondria and cytosol. Facilitates cellular uptake of long-chain free fatty acids; Belongs to the class-I pyridoxal-phosphate-dependent aminotransferase family.
ANXA6	159	9606.ENSP00000346550	9606	Homo sapiens	ANXA6	Annexin A6; May associate with CD21. May regulate the release of Ca(2+) from intracellular stores; Belongs to the annexin family.
ATP1A1	160	9606.ENSP00000445306	9606	Homo sapiens	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1; This is the catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of sodium and potassium ions across the plasma membrane. This action creates the electrochemical gradient of sodium and potassium ions, providing the energy for active transport of various nutrients. Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IIC subfamily.
ALDH5A1	161	9606.ENSP00000314649	9606	Homo sapiens	ALDH5A1	Succinate-semialdehyde dehydrogenase, mitochondrial; Catalyzes one step in the degradation of the inhibitory neurotransmitter gamma-aminobutyric acid (GABA).
PSMA1	162	9606.ENSP00000414359	9606	Homo sapiens	PSMA1	Proteasome subunit alpha type-1; Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP- dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing pr [...] 
PSMC2	163	9606.ENSP00000391211	9606	Homo sapiens	PSMC2	26S proteasome regulatory subunit 7; Component of the 26S proteasome, a multiprotein complex involved in the ATP-dependent degradation of ubiquitinated proteins. This complex plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins, which could impair cellular functions, and by removing proteins whose functions are no longer required. Therefore, the proteasome participates in numerous cellular processes, including cell cycle progression, apoptosis, or DNA damage repair. PSMC2 belongs to the heterohexameric ring of AAA (ATPases associated with [...] 
DPP6	164	9606.ENSP00000367001	9606	Homo sapiens	DPP6	Dipeptidyl aminopeptidase-like protein 6; Promotes cell surface expression of the potassium channel KCND2. Modulates the activity and gating characteristics of the potassium channel KCND2. Has no dipeptidyl aminopeptidase activity.
SRPRA	165	9606.ENSP00000328023	9606	Homo sapiens	SRPRA	Signal recognition particle receptor subunit alpha; Component of the SRP (signal recognition particle) receptor. Ensures, in conjunction with the signal recognition particle, the correct targeting of the nascent secretory proteins to the endoplasmic reticulum membrane system.
NEFL	166	9606.ENSP00000482169	9606	Homo sapiens	NEFL	Neurofilament light polypeptide; Neurofilaments usually contain three intermediate filament proteins: L, M, and H which are involved in the maintenance of neuronal caliber.
PDHB	167	9606.ENSP00000307241	9606	Homo sapiens	PDHB	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial; The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2), and thereby links the glycolytic pathway to the tricarboxylic cycle.
PRKACB	168	9606.ENSP00000359719	9606	Homo sapiens	PRKACB	cAMP-dependent protein kinase catalytic subunit beta; Mediates cAMP-dependent signaling triggered by receptor binding to GPCRs. PKA activation regulates diverse cellular processes such as cell proliferation, the cell cycle, differentiation and regulation of microtubule dynamics, chromatin condensation and decondensation, nuclear envelope disassembly and reassembly, as well as regulation of intracellular transport mechanisms and ion flux. Regulates the abundance of compartmentalized pools of its regulatory subunits through phosphorylation of PJA2 which binds and ubiquitinates these subu [...] 
ATR	169	9606.ENSP00000343741	9606	Homo sapiens	ATR	Serine/threonine-protein kinase ATR; Serine/threonine protein kinase which activates checkpoint signaling upon genotoxic stresses such as ionizing radiation (IR), ultraviolet light (UV), or DNA replication stalling, thereby acting as a DNA damage sensor. Recognizes the substrate consensus sequence [ST]- Q. Phosphorylates BRCA1, CHEK1, MCM2, RAD17, RPA2, SMC1 and p53/TP53, which collectively inhibit DNA replication and mitosis and promote DNA repair, recombination and apoptosis. Phosphorylates 'Ser-139' of histone variant H2AX at sites of DNA damage, thereby regulating DNA damage respon [...] 
VPS33B	170	9606.ENSP00000327650	9606	Homo sapiens	VPS33B	Vacuolar protein sorting-associated protein 33B; May play a role in vesicle-mediated protein trafficking to lysosomal compartments and in membrane docking/fusion reactions of late endosomes/lysosomes. Mediates phagolysosomal fusion in macrophages. Proposed to be involved in endosomal maturation implicating VIPAS39. In epithelial cells, the VPS33B:VIPAS39 complex may play a role in the apical recycling pathway and in the maintenance of the apical-basolateral polarity. Seems to be involved in the sorting of specific cargos from the trans-Golgi network to alpha-granule-destined multivesic [...] 
PPT1	171	9606.ENSP00000493153	9606	Homo sapiens	PPT1	Palmitoyl-protein thioesterase 1; Removes thioester-linked fatty acyl groups such as palmitate from modified cysteine residues in proteins or peptides during lysosomal degradation. Prefers acyl chain lengths of 14 to 18 carbons ; Belongs to the palmitoyl-protein thioesterase family.
SYP	172	9606.ENSP00000263233	9606	Homo sapiens	SYP	Synaptophysin; Possibly involved in structural functions as organizing other membrane components or in targeting the vesicles to the plasma membrane. Involved in the regulation of short-term and long-term synaptic plasticity (By similarity); Belongs to the synaptophysin/synaptobrevin family.
GATB	173	9606.ENSP00000263985	9606	Homo sapiens	GATB	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial; Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in the mitochondria. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln). Belongs to the GatB/GatE family. GatB subfamily.
MORF4L2	174	9606.ENSP00000394417	9606	Homo sapiens	MORF4L2	Mortality factor 4-like protein 2; Component of the NuA4 histone acetyltransferase complex which is involved in transcriptional activation of select genes principally by acetylation of nucleosomal histone H4 and H2A. This modification may both alter nucleosome - DNA interactions and promote interaction of the modified histones with other proteins which positively regulate transcription. This complex may be required for the activation of transcriptional programs associated with oncogene and proto-oncogene mediated growth induction, tumor suppressor mediated growth arrest and replicative [...] 
MRPS27	175	9606.ENSP00000426941	9606	Homo sapiens	MRPS27	28S ribosomal protein S27, mitochondrial; RNA-binding component of the mitochondrial small ribosomal subunit (mt-SSU) that plays a role in mitochondrial protein synthesis. Stimulates mitochondrial mRNA translation of subunit components of the mitochondrial electron transport chain. Binds to the mitochondrial 12S rRNA (12S mt-rRNA) and tRNA(Glu). Involved also in positive regulation of cell proliferation and tumor cell growth.
RAP1GDS1	176	9606.ENSP00000340454	9606	Homo sapiens	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1; Stimulates GDP/GTP exchange reaction of a group of small GTP- binding proteins (G proteins) including Rap1a/Rap1b, RhoA, RhoB and KRas, by stimulating the dissociation of GDP from and the subsequent binding of GTP to each small G protein.
BLVRA	177	9606.ENSP00000385757	9606	Homo sapiens	BLVRA	Biliverdin reductase A; Reduces the gamma-methene bridge of the open tetrapyrrole, biliverdin IX alpha, to bilirubin with the concomitant oxidation of a NADH or NADPH cofactor.
VDAC2	178	9606.ENSP00000361635	9606	Homo sapiens	VDAC2	Voltage-dependent anion-selective channel protein 2; Forms a channel through the mitochondrial outer membrane that allows diffusion of small hydrophilic molecules. The channel adopts an open conformation at low or zero membrane potential and a closed conformation at potentials above 30-40 mV. The open state has a weak anion selectivity whereas the closed state is cation-selective; Belongs to the eukaryotic mitochondrial porin family.
PSMA3	179	9606.ENSP00000216455	9606	Homo sapiens	PSMA3	Proteasome subunit alpha type-3; Component of the 20S core proteasome complex involved in the proteolytic degradation of most intracellular proteins. This complex plays numerous essential roles within the cell by associating with different regulatory particles. Associated with two 19S regulatory particles, forms the 26S proteasome and thus participates in the ATP- dependent degradation of ubiquitinated proteins. The 26S proteasome plays a key role in the maintenance of protein homeostasis by removing misfolded or damaged proteins that could impair cellular functions, and by removing pr [...] 
FGF12	180	9606.ENSP00000413496	9606	Homo sapiens	FGF12	Fibroblast growth factor 12; Involved in nervous system development and function. Involved in the positive regulation of voltage-gated sodium channel activity. Promotes neuronal excitability by elevating the voltage dependence of neuronal sodium channel SCN8A fast inactivation.
NSF	181	9606.ENSP00000381293	9606	Homo sapiens	NSF	Vesicle-fusing ATPase; Required for vesicle-mediated transport. Catalyzes the fusion of transport vesicles within the Golgi cisternae. Is also required for transport from the endoplasmic reticulum to the Golgi stack. Seems to function as a fusion protein required for the delivery of cargo proteins to all compartments of the Golgi stack independent of vesicle origin. Interaction with AMPAR subunit GRIA2 leads to influence GRIA2 membrane cycling (By similarity); Belongs to the AAA ATPase family.
SNCA	182	9606.ENSP00000500990	9606	Homo sapiens	SNCA	Alpha-synuclein; Neuronal protein that plays several roles in synaptic activity such as regulation of synaptic vesicle trafficking and subsequent neurotransmitter release. Participates as a monomer in synaptic vesicle exocytosis by enhancing vesicle priming, fusion and dilation of exocytotic fusion pores. Mechanistically, acts by increasing local Ca(2+) release from microdomains which is essential for the enhancement of ATP-induced exocytosis. Acts also as a molecular chaperone in its multimeric membrane-bound state, assisting in the folding of synaptic fusion components called SNAREs  [...] 
RPA2	183	9606.ENSP00000363017	9606	Homo sapiens	RPA2	Replication protein A 32 kDa subunit; As part of the heterotrimeric replication protein A complex (RPA/RP-A), binds and stabilizes single-stranded DNA intermediates, that form during DNA replication or upon DNA stress. It prevents their reannealing and in parallel, recruits and activates different proteins and complexes involved in DNA metabolism. Thereby, it plays an essential role both in DNA replication and the cellular response to DNA damage. In the cellular response to DNA damage, the RPA complex controls DNA repair and DNA damage checkpoint activation. Through recruitment of ATRI [...] 
PARN	184	9606.ENSP00000387911	9606	Homo sapiens	PARN	Poly(A)-specific ribonuclease PARN; 3'-exoribonuclease that has a preference for poly(A) tails of mRNAs, thereby efficiently degrading poly(A) tails. Exonucleolytic degradation of the poly(A) tail is often the first step in the decay of eukaryotic mRNAs and is also used to silence certain maternal mRNAs translationally during oocyte maturation and early embryonic development. Interacts with both the 3'-end poly(A) tail and the 5'-end cap structure during degradation, the interaction with the cap structure being required for an efficient degradation of poly(A) tails. Involved in nonsens [...] 
IARS1	185	9606.ENSP00000364794	9606	Homo sapiens	IARS1	Isoleucine--tRNA ligase, cytoplasmic; Catalyzes the specific attachment of an amino acid to its cognate tRNA in a 2 step reaction: the amino acid (AA) is first activated by ATP to form AA-AMP and then transferred to the acceptor end of the tRNA.
PDHA1	186	9606.ENSP00000369134	9606	Homo sapiens	PDHA1	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial; The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2), and thereby links the glycolytic pathway to the tricarboxylic cycle.
SLC25A12	187	9606.ENSP00000388658	9606	Homo sapiens	SLC25A12	Calcium-binding mitochondrial carrier protein Aralar1; Mitochondrial and calcium-binding carrier that catalyzes the calcium-dependent exchange of cytoplasmic glutamate with mitochondrial aspartate across the mitochondrial inner membrane. May have a function in the urea cycle.
TXNDC9	188	9606.ENSP00000264255	9606	Homo sapiens	TXNDC9	Thioredoxin domain-containing protein 9; Significantly diminishes the chaperonin TCP1 complex ATPase activity, thus negatively impacts protein folding, including that of actin or tubulin.
PDHX	189	9606.ENSP00000227868	9606	Homo sapiens	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial; Required for anchoring dihydrolipoamide dehydrogenase (E3) to the dihydrolipoamide transacetylase (E2) core of the pyruvate dehydrogenase complexes of eukaryotes. This specific binding is essential for a functional PDH complex.
COX4I1	190	9606.ENSP00000457513	9606	Homo sapiens	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial; Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol- cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives tran [...] 
MED4	191	9606.ENSP00000258648	9606	Homo sapiens	MED4	Mediator of RNA polymerase II transcription subunit 4; Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes. Mediator functions as a bridge to convey information from gene- specific regulatory proteins to the basal RNA polymerase II transcription machinery. Mediator is recruited to promoters by direct interactions with regulatory proteins and serves as a scaffold for the assembly of a functional preinitiation complex with RNA polymerase II and the general transcription factors.
CKAP5	192	9606.ENSP00000432768	9606	Homo sapiens	CKAP5	Cytoskeleton-associated protein 5; Binds to the plus end of microtubules and regulates microtubule dynamics and microtubule organization. Acts as processive microtubule polymerase. Promotes cytoplasmic microtubule nucleation and elongation. Plays a major role in organizing spindle poles. In spindle formation protects kinetochore microtubules from depolymerization by KIF2C and has an essential role in centrosomal microtubule assembly independently of KIF2C activity. Contributes to centrosome integrity. Acts as component of the TACC3/ch-TOG/clathrin complex proposed to contribute to stab [...] 
NDUFS5	193	9606.ENSP00000362058	9606	Homo sapiens	NDUFS5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5; Accessory subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I), that is believed not to be involved in catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone.
SNX4	194	9606.ENSP00000251775	9606	Homo sapiens	SNX4	Sorting nexin-4; Involved in the regulation of endocytosis and in several stages of intracellular trafficking. Plays a role in recycling endocytosed transferrin receptor and prevent its degradation. Belongs to the sorting nexin family.
SUCLA2	195	9606.ENSP00000494360	9606	Homo sapiens	SUCLA2	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial; ATP-specific succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of ATP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit (By similarity).
GPI	196	9606.ENSP00000405573	9606	Homo sapiens	GPI	Glucose-6-phosphate isomerase; In the cytoplasm, catalyzes the conversion of glucose-6- phosphate to fructose-6-phosphate, the second step in glycolysis, and the reverse reaction during gluconeogenesis. Besides it's role as a glycolytic enzyme, also acts as a secreted cytokine: acts as an angiogenic factor (AMF) that stimulates endothelial cell motility. Acts as a neurotrophic factor, neuroleukin, for spinal and sensory neurons. It is secreted by lectin-stimulated T-cells and induces immunoglobulin secretion.
EPB41L3	197	9606.ENSP00000343158	9606	Homo sapiens	EPB41L3	Band 4.1-like protein 3, N-terminally processed; Tumor suppressor that inhibits cell proliferation and promotes apoptosis. Modulates the activity of protein arginine N- methyltransferases, including PRMT3 and PRMT5.
ACTR1A	198	9606.ENSP00000358921	9606	Homo sapiens	ACTR1A	Alpha-centractin; Component of a multi-subunit complex involved in microtubule based vesicle motility. It is associated with the centrosome.
SDHB	199	9606.ENSP00000364649	9606	Homo sapiens	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial; Iron-sulfur protein (IP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q).
VPS39	200	9606.ENSP00000335193	9606	Homo sapiens	VPS39	Vam6/Vps39-like protein; Regulator of TGF-beta/activin signaling, inhibiting SMAD3- and activating SMAD2-dependent transcription. Acts by interfering with SMAD3/SMAD4 complex formation, this would lead to inhibition of SMAD3-dependent transcription and relieve SMAD3 inhibition of SMAD2-dependent promoters, thus increasing SMAD2- dependent transcription. Does not affect TGF-beta-induced SMAD2 or SMAD3 phosphorylation, nor SMAD2/SMAD4 complex formation.
DSTN	201	9606.ENSP00000246069	9606	Homo sapiens	DSTN	Destrin; Actin-depolymerizing protein. Severs actin filaments (F- actin) and binds to actin monomers (G-actin). Acts in a pH-independent manner.
EIF2AK1	202	9606.ENSP00000199389	9606	Homo sapiens	EIF2AK1	Eukaryotic translation initiation factor 2-alpha kinase 1; Inhibits protein synthesis at the translation initiation level, in response to various stress conditions, including oxidative stress, heme deficiency, osmotic shock and heat shock. Exerts its function through the phosphorylation of EIF2S1 at 'Ser-48' and 'Ser- 51', thus preventing its recycling. Binds hemin forming a 1:1 complex through a cysteine thiolate and histidine nitrogenous coordination. This binding occurs with moderate affinity, allowing it to sense the heme concentration within the cell. Thanks to this unique heme-se [...] 
NMNAT2	203	9606.ENSP00000287713	9606	Homo sapiens	NMNAT2	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 2; Nicotinamide/nicotinate-nucleotide adenylyltransferase that acts as an axon maintenance factor (By similarity). Catalyzes the formation of NAD(+) from nicotinamide mononucleotide (NMN) and ATP. Can also use the deamidated form; nicotinic acid mononucleotide (NaMN) as substrate but with a lower efficiency. Cannot use triazofurin monophosphate (TrMP) as substrate. Also catalyzes the reverse reaction, i.e. the pyrophosphorolytic cleavage of NAD(+). For the pyrophosphorolytic activity prefers NAD(+), NADH and NaAD as substra [...] 
PCCB	204	9606.ENSP00000419027	9606	Homo sapiens	PCCB	Propionyl-CoA carboxylase beta chain, mitochondrial; This is one of the 2 subunits of the biotin-dependent propionyl-CoA carboxylase (PCC), a mitochondrial enzyme involved in the catabolism of odd chain fatty acids, branched-chain amino acids isoleucine, threonine, methionine, and valine and other metabolites. Propionyl-CoA carboxylase catalyzes the carboxylation of propionyl-CoA/propanoyl-CoA to D-methylmalonyl- CoA/(S)-methylmalonyl-CoA. Within the holoenzyme, the alpha subunit catalyzes the ATP-dependent carboxylation of the biotin carried by the biotin carboxyl carrier (BCC) domain [...] 
SLC8A3	205	9606.ENSP00000370669	9606	Homo sapiens	SLC8A3	Sodium/calcium exchanger 3; Mediates the electrogenic exchange of Ca(2+) against Na(+) ions across the cell membrane, and thereby contributes to the regulation of cytoplasmic Ca(2+) levels and Ca(2+)-dependent cellular processes. Contributes to cellular Ca(2+) homeostasis in excitable cells, both in muscle and in brain. In a first phase, voltage-gated channels mediate the rapid increase of cytoplasmic Ca(2+) levels due to release of Ca(2+) stores from the endoplasmic reticulum. SLC8A3 mediates the export of Ca(2+) from the cell during the next phase, so that cytoplasmic Ca(2+) levels r [...] 
